sl_no,gender,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary
3189,F,49.49,Others,49.05,Others,Science,50.31,Comm&Mgmt,No,52.73,Mkt&Fin,62.59,Not Placed,293009.0
3190,M,57.92,Others,67.11,Central,Science,58.04,Sci&Tech,Yes,98.0,Mkt&HR,59.14,Not Placed,
3191,M,40.89,Central,76.64,Others,Science,80.17,Sci&Tech,No,98.0,Mkt&Fin,65.81,Placed,
3192,M,46.39,Central,92.95,Central,Commerce,85.63,Comm&Mgmt,Yes,98.0,Mkt&Fin,69.11,Placed,939020.0
3193,M,85.61,Others,91.26,Others,Commerce,85.0,Comm&Mgmt,Yes,98.0,Mkt&HR,70.7,Placed,250944.0
3194,M,59.02,Central,60.19,Central,Science,91.0,Sci&Tech,No,77.88,Mkt&Fin,72.18,Not Placed,276735.0
3195,M,89.4,Central,68.35,Central,Science,70.18,Comm&Mgmt,No,95.17,Mkt&Fin,63.16,Placed,313168.0
3196,M,70.22,Central,60.92,Others,Science,66.68,Comm&Mgmt,No,98.0,Mkt&Fin,77.44,Not Placed,
3197,M,84.63,Central,63.76,Others,Science,78.72,Comm&Mgmt,Yes,98.0,Mkt&Fin,69.39,Placed,202034.0
3198,M,73.21,Others,76.04,Central,Science,50.0,Comm&Mgmt,No,98.0,Mkt&HR,64.23,Placed,
3199,M,65.28,Others,65.94,Central,Commerce,89.24,Comm&Mgmt,No,84.01,Mkt&Fin,56.11,Not Placed,
3200,M,89.4,Central,53.24,Central,Science,79.18,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Not Placed,304319.0
3201,M,89.4,Others,95.45,Others,Commerce,85.03,Comm&Mgmt,No,98.0,Mkt&Fin,56.94,Placed,
3202,M,83.29,Others,80.76,Central,Science,84.96,Sci&Tech,No,98.0,Mkt&Fin,58.27,Not Placed,
3203,M,87.9,Others,87.26,Others,Commerce,69.4,Comm&Mgmt,Yes,98.0,Mkt&Fin,67.39,Placed,288717.0
3204,M,89.4,Central,72.38,Central,Commerce,87.14,Comm&Mgmt,Yes,98.0,Mkt&Fin,77.89,Placed,330346.0
3205,M,40.89,Others,69.24,Others,Commerce,62.53,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Not Placed,304174.0
3206,M,84.06,Others,74.48,Central,Science,65.38,Comm&Mgmt,No,98.0,Mkt&HR,62.68,Placed,289223.0
3207,F,58.9,Others,55.11,Others,Science,83.19,Sci&Tech,No,77.64,Mkt&HR,60.99,Not Placed,
3208,M,74.29,Central,47.88,Central,Commerce,89.17,Comm&Mgmt,No,82.84,Mkt&HR,61.02,Not Placed,
3209,M,40.89,Central,64.77,Others,Science,70.33,Comm&Mgmt,No,98.0,Mkt&Fin,71.46,Not Placed,317850.0
3210,F,54.6,Central,67.87,Central,Commerce,85.13,Comm&Mgmt,Yes,98.0,Mkt&Fin,66.69,Not Placed,
3211,F,40.89,Central,37.0,Central,Commerce,63.74,Comm&Mgmt,Yes,98.0,Mkt&Fin,77.89,Not Placed,268862.0
3212,M,79.77,Central,46.41,Central,Science,78.72,Comm&Mgmt,No,68.78,Mkt&Fin,75.19,Not Placed,315981.0
3213,M,66.48,Others,41.11,Central,Commerce,90.91,Comm&Mgmt,No,98.0,Mkt&Fin,59.22,Placed,286095.0
3214,M,53.15,Central,37.0,Central,Commerce,78.11,Comm&Mgmt,No,84.07,Mkt&HR,59.78,Placed,
3215,M,73.57,Others,60.64,Central,Science,84.18,Sci&Tech,Yes,98.0,Mkt&Fin,70.68,Not Placed,261417.0
3216,M,88.43,Others,83.8,Others,Science,91.0,Comm&Mgmt,No,98.0,Mkt&HR,60.96,Placed,200000.0
3217,M,86.3,Central,68.37,Central,Science,81.97,Comm&Mgmt,No,85.87,Mkt&Fin,75.76,Not Placed,320152.0
3218,F,66.87,Central,72.04,Central,Commerce,60.68,Sci&Tech,No,63.16,Mkt&HR,66.48,Not Placed,
3219,M,61.22,Central,94.73,Central,Science,89.71,Comm&Mgmt,No,97.81,Mkt&HR,77.13,Not Placed,261037.0
3220,M,58.49,Others,88.46,Others,Commerce,86.52,Comm&Mgmt,Yes,98.0,Mkt&Fin,72.87,Placed,317498.0
3221,M,55.4,Others,75.16,Others,Arts,50.76,Comm&Mgmt,Yes,98.0,Mkt&HR,77.89,Not Placed,326937.0
3222,M,60.95,Others,57.15,Others,Science,80.92,Comm&Mgmt,No,98.0,Mkt&HR,77.89,Placed,267932.0
3223,M,72.23,Others,71.85,Others,Commerce,86.15,Comm&Mgmt,Yes,98.0,Mkt&Fin,74.19,Not Placed,310695.0
3224,M,67.42,Others,69.07,Others,Commerce,66.16,Comm&Mgmt,No,98.0,Mkt&HR,72.56,Not Placed,
3225,F,80.55,Others,60.15,Others,Science,80.27,Comm&Mgmt,No,50.0,Mkt&Fin,68.51,Placed,
3226,M,65.1,Others,37.0,Central,Commerce,72.45,Sci&Tech,Yes,78.67,Mkt&Fin,77.89,Not Placed,313948.0
3227,M,65.63,Others,68.81,Others,Science,63.52,Comm&Mgmt,Yes,98.0,Mkt&HR,77.68,Not Placed,283729.0
3228,M,40.89,Central,64.13,Others,Science,50.0,Others,No,84.97,Mkt&HR,70.04,Not Placed,257750.0
3229,M,61.93,Central,37.0,Central,Commerce,80.0,Comm&Mgmt,No,83.78,Mkt&HR,77.89,Not Placed,
3230,F,40.89,Central,76.78,Central,Science,57.47,Comm&Mgmt,No,54.12,Mkt&HR,65.04,Not Placed,248825.0
3231,M,51.11,Others,37.0,Central,Science,88.14,Comm&Mgmt,No,62.45,Mkt&Fin,77.89,Placed,339232.0
3232,M,79.81,Others,51.44,Central,Commerce,79.22,Comm&Mgmt,Yes,92.11,Mkt&Fin,68.63,Not Placed,200000.0
3233,M,52.81,Others,50.67,Central,Commerce,87.37,Comm&Mgmt,Yes,61.92,Mkt&Fin,76.09,Not Placed,308927.0
3234,M,86.68,Central,60.13,Others,Science,81.67,Comm&Mgmt,No,63.98,Mkt&Fin,69.99,Not Placed,308790.0
3235,M,88.54,Others,83.18,Others,Science,85.24,Comm&Mgmt,Yes,77.19,Mkt&Fin,58.43,Not Placed,200000.0
3236,M,40.89,Central,64.58,Central,Science,63.09,Sci&Tech,No,50.0,Mkt&Fin,64.53,Placed,306098.0
3237,M,82.4,Central,82.54,Others,Science,51.86,Comm&Mgmt,No,98.0,Mkt&Fin,66.96,Placed,224991.0
3238,F,83.92,Central,80.17,Central,Science,82.69,Comm&Mgmt,No,98.0,Mkt&Fin,62.54,Placed,
3239,M,78.28,Central,60.44,Others,Commerce,67.63,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Placed,331643.0
3240,F,89.4,Others,49.23,Central,Science,60.56,Comm&Mgmt,No,98.0,Mkt&Fin,73.56,Placed,
3241,M,63.85,Central,67.55,Others,Science,84.07,Comm&Mgmt,No,98.0,Mkt&HR,77.89,Placed,319083.0
3242,M,72.9,Others,91.39,Others,Commerce,75.16,Comm&Mgmt,No,90.31,Mkt&Fin,67.9,Not Placed,340223.0
3243,F,66.11,Others,53.74,Central,Commerce,76.68,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Placed,332578.0
3244,M,49.98,Others,37.0,Central,Science,66.57,Comm&Mgmt,Yes,98.0,Mkt&Fin,55.25,Placed,250992.0
3245,M,89.4,Central,86.27,Central,Science,85.95,Sci&Tech,No,95.38,Mkt&HR,61.83,Not Placed,
3246,M,69.39,Others,70.47,Others,Science,82.58,Comm&Mgmt,No,89.36,Mkt&Fin,77.18,Not Placed,
3247,M,81.26,Others,69.53,Others,Science,75.86,Comm&Mgmt,No,98.0,Mkt&Fin,58.58,Placed,200000.0
3248,M,75.12,Central,53.88,Central,Science,62.17,Comm&Mgmt,Yes,84.3,Mkt&Fin,77.89,Placed,
3249,M,84.37,Others,61.27,Others,Science,77.65,Comm&Mgmt,No,50.15,Mkt&Fin,56.71,Placed,200000.0
3250,M,78.08,Others,57.97,Others,Commerce,83.41,Sci&Tech,No,92.22,Mkt&Fin,67.37,Placed,
3251,M,72.89,Central,61.11,Others,Commerce,81.32,Comm&Mgmt,Yes,98.0,Mkt&Fin,63.3,Not Placed,274451.0
3252,M,88.96,Others,79.93,Central,Science,78.49,Comm&Mgmt,No,50.0,Mkt&Fin,77.71,Placed,
3253,M,62.34,Central,69.69,Others,Science,70.46,Comm&Mgmt,Yes,98.0,Mkt&Fin,57.13,Placed,200000.0
3254,M,58.54,Central,37.0,Others,Commerce,66.64,Comm&Mgmt,No,73.92,Mkt&Fin,75.0,Not Placed,
3255,F,76.65,Others,67.65,Others,Science,91.0,Comm&Mgmt,Yes,98.0,Mkt&HR,65.39,Not Placed,244820.0
3256,M,40.89,Central,72.33,Others,Commerce,81.82,Comm&Mgmt,Yes,98.0,Mkt&Fin,70.92,Not Placed,324046.0
3257,M,58.96,Central,60.71,Central,Commerce,87.82,Sci&Tech,No,66.0,Mkt&Fin,77.89,Placed,273048.0
3258,F,49.4,Others,69.61,Central,Science,65.59,Comm&Mgmt,No,93.35,Mkt&Fin,76.71,Not Placed,
3259,M,71.11,Others,57.69,Central,Science,73.38,Comm&Mgmt,No,83.4,Mkt&Fin,64.94,Not Placed,
3260,M,40.89,Others,70.23,Central,Science,62.28,Comm&Mgmt,No,98.0,Mkt&HR,73.81,Not Placed,303953.0
3261,M,81.75,Others,88.16,Central,Science,54.11,Comm&Mgmt,Yes,97.35,Mkt&HR,74.06,Placed,286547.0
3262,M,67.2,Others,52.03,Others,Science,91.0,Comm&Mgmt,Yes,83.13,Mkt&Fin,77.89,Placed,
3263,F,48.08,Central,57.06,Central,Science,57.61,Comm&Mgmt,No,55.57,Mkt&Fin,67.37,Placed,
3264,M,89.4,Others,58.72,Central,Science,88.25,Sci&Tech,No,98.0,Mkt&HR,77.89,Not Placed,291396.0
3265,F,43.12,Others,54.93,Others,Science,70.06,Comm&Mgmt,No,98.0,Mkt&HR,77.89,Not Placed,294108.0
3266,M,40.89,Others,37.0,Others,Commerce,53.13,Sci&Tech,No,70.13,Mkt&HR,70.73,Placed,300650.0
3267,M,61.34,Others,64.15,Central,Science,76.12,Comm&Mgmt,Yes,98.0,Mkt&Fin,68.49,Placed,261494.0
3268,M,40.89,Others,37.74,Others,Science,82.62,Comm&Mgmt,No,85.47,Mkt&Fin,77.89,Not Placed,
3269,M,79.66,Central,60.33,Central,Science,83.91,Comm&Mgmt,Yes,77.98,Mkt&HR,70.6,Placed,315091.0
3270,M,64.88,Central,46.82,Others,Commerce,85.62,Sci&Tech,No,70.61,Mkt&Fin,61.9,Not Placed,
3271,F,40.89,Others,51.41,Central,Science,55.32,Sci&Tech,No,72.15,Mkt&HR,67.4,Not Placed,
3272,M,42.52,Central,72.33,Central,Science,85.62,Comm&Mgmt,No,81.34,Mkt&Fin,76.9,Placed,282630.0
3273,M,87.07,Central,84.53,Others,Science,50.0,Comm&Mgmt,No,62.76,Mkt&Fin,77.89,Not Placed,
3274,M,77.25,Central,53.54,Central,Science,84.71,Comm&Mgmt,No,81.02,Mkt&Fin,77.89,Not Placed,302139.0
3275,M,61.69,Others,51.57,Others,Science,69.24,Comm&Mgmt,No,82.52,Mkt&HR,77.89,Placed,200000.0
3276,M,68.61,Central,57.59,Others,Science,54.11,Sci&Tech,No,90.4,Mkt&Fin,69.22,Not Placed,
3277,M,51.08,Others,43.97,Others,Science,80.46,Comm&Mgmt,No,90.62,Mkt&HR,68.51,Placed,
3278,M,87.16,Others,66.05,Others,Science,86.2,Comm&Mgmt,Yes,98.0,Mkt&Fin,62.4,Not Placed,
3279,M,40.89,Central,70.05,Central,Arts,65.64,Sci&Tech,No,73.76,Mkt&HR,77.66,Not Placed,321723.0
3280,M,74.07,Others,67.13,Others,Science,72.48,Comm&Mgmt,Yes,98.0,Mkt&Fin,68.27,Not Placed,
3281,M,84.95,Others,63.82,Central,Commerce,64.17,Sci&Tech,Yes,98.0,Mkt&Fin,75.72,Placed,289944.0
3282,M,82.48,Others,75.12,Central,Commerce,90.86,Comm&Mgmt,Yes,81.18,Mkt&Fin,77.89,Placed,232503.0
3283,M,64.89,Central,49.15,Central,Science,91.0,Comm&Mgmt,No,98.0,Mkt&Fin,68.49,Placed,200000.0
3284,F,89.4,Central,48.98,Central,Commerce,77.98,Comm&Mgmt,Yes,98.0,Mkt&Fin,77.89,Placed,
3285,F,47.41,Central,94.75,Central,Commerce,62.63,Comm&Mgmt,No,98.0,Mkt&Fin,75.14,Placed,598917.0
3286,F,63.96,Others,74.4,Others,Science,62.97,Comm&Mgmt,No,86.72,Mkt&HR,65.5,Not Placed,
3287,M,75.15,Central,58.03,Central,Science,84.49,Comm&Mgmt,No,77.7,Mkt&Fin,77.89,Not Placed,
3288,M,49.03,Others,54.42,Central,Science,81.03,Comm&Mgmt,No,98.0,Mkt&HR,63.64,Placed,200000.0
3289,M,40.89,Central,37.0,Others,Science,50.0,Sci&Tech,No,98.0,Mkt&HR,75.72,Not Placed,
3290,M,43.96,Others,37.0,Others,Science,87.66,Comm&Mgmt,No,98.0,Mkt&Fin,55.22,Not Placed,200000.0
3291,F,89.27,Others,60.49,Central,Science,78.76,Comm&Mgmt,No,75.11,Mkt&HR,66.17,Placed,
3292,M,40.89,Central,64.42,Others,Science,50.0,Comm&Mgmt,No,86.52,Mkt&HR,68.33,Not Placed,314085.0
3293,M,46.41,Others,47.05,Central,Commerce,53.04,Comm&Mgmt,No,78.04,Mkt&HR,77.89,Not Placed,
3294,M,55.72,Central,83.39,Central,Commerce,52.25,Comm&Mgmt,No,98.0,Mkt&HR,68.23,Not Placed,
3295,M,68.38,Others,79.67,Central,Commerce,66.15,Comm&Mgmt,No,98.0,Mkt&HR,71.78,Placed,256760.0
3296,M,68.47,Others,68.65,Central,Science,91.0,Comm&Mgmt,No,50.0,Mkt&HR,77.77,Not Placed,
3297,M,49.79,Others,76.76,Central,Commerce,91.0,Comm&Mgmt,No,60.43,Mkt&Fin,73.72,Placed,341627.0
3298,M,58.88,Central,72.94,Central,Commerce,91.0,Comm&Mgmt,No,60.04,Mkt&HR,56.07,Placed,293113.0
3299,M,51.68,Others,58.58,Central,Arts,54.65,Comm&Mgmt,Yes,73.23,Mkt&HR,71.92,Placed,271075.0
3300,M,62.69,Others,44.7,Others,Science,68.67,Sci&Tech,Yes,74.47,Mkt&Fin,77.89,Not Placed,293102.0
3301,M,58.59,Others,56.62,Central,Science,74.81,Comm&Mgmt,No,68.47,Mkt&HR,55.75,Placed,
3302,M,66.99,Others,65.2,Others,Commerce,79.4,Comm&Mgmt,No,98.0,Mkt&Fin,54.59,Not Placed,
3303,M,40.89,Central,68.25,Central,Commerce,50.0,Comm&Mgmt,No,62.64,Mkt&HR,61.09,Not Placed,
3304,M,65.62,Central,37.0,Central,Commerce,87.5,Comm&Mgmt,No,96.13,Mkt&HR,77.89,Not Placed,200000.0
3305,M,53.23,Central,78.59,Central,Commerce,72.32,Sci&Tech,No,98.0,Mkt&HR,69.59,Not Placed,278994.0
3306,M,89.4,Central,76.38,Central,Science,87.69,Comm&Mgmt,No,90.28,Mkt&Fin,77.89,Placed,
3307,M,82.06,Others,65.93,Central,Science,91.0,Sci&Tech,No,78.62,Mkt&Fin,63.98,Not Placed,281974.0
3308,M,45.18,Others,54.58,Central,Science,82.79,Comm&Mgmt,No,81.61,Mkt&HR,68.64,Not Placed,322050.0
3309,M,87.82,Others,89.22,Others,Science,68.62,Comm&Mgmt,Yes,78.66,Mkt&Fin,75.95,Not Placed,287646.0
3310,M,80.52,Central,59.93,Others,Science,88.47,Comm&Mgmt,No,60.53,Mkt&Fin,67.59,Not Placed,223874.0
3311,M,40.89,Central,56.33,Others,Science,65.21,Sci&Tech,No,92.19,Mkt&Fin,77.89,Not Placed,305567.0
3312,M,51.73,Others,71.85,Central,Commerce,67.71,Comm&Mgmt,No,97.39,Mkt&Fin,77.89,Placed,
3313,M,56.28,Central,54.4,Central,Science,68.57,Comm&Mgmt,Yes,79.18,Mkt&HR,77.89,Placed,
3314,M,40.89,Others,78.71,Others,Commerce,88.69,Comm&Mgmt,No,79.32,Mkt&Fin,72.36,Not Placed,322997.0
3315,M,80.37,Others,76.77,Central,Science,66.93,Comm&Mgmt,No,98.0,Mkt&HR,77.89,Placed,
3316,M,79.01,Others,97.7,Others,Commerce,80.75,Comm&Mgmt,No,98.0,Mkt&HR,74.92,Placed,334385.0
3317,M,43.49,Others,52.9,Others,Science,82.19,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Not Placed,270311.0
3318,M,89.4,Central,69.52,Others,Commerce,87.68,Comm&Mgmt,Yes,98.0,Mkt&Fin,59.85,Placed,
3319,M,81.42,Others,57.84,Others,Science,63.34,Sci&Tech,No,98.0,Mkt&Fin,77.42,Not Placed,525904.0
3320,F,65.17,Others,37.21,Central,Science,77.77,Sci&Tech,Yes,76.15,Mkt&HR,62.52,Not Placed,
3321,M,61.13,Others,85.95,Others,Science,55.04,Comm&Mgmt,Yes,78.56,Mkt&Fin,77.89,Placed,
3322,M,75.84,Others,82.92,Central,Science,86.22,Comm&Mgmt,No,98.0,Mkt&Fin,58.11,Placed,200000.0
3323,M,52.94,Central,48.11,Central,Science,78.22,Comm&Mgmt,Yes,94.81,Mkt&HR,71.26,Not Placed,310879.0
3324,M,40.89,Others,87.72,Central,Commerce,61.25,Comm&Mgmt,No,75.85,Mkt&HR,77.89,Not Placed,
3325,M,40.89,Others,76.7,Central,Science,76.79,Comm&Mgmt,Yes,94.99,Mkt&Fin,66.86,Placed,
3326,M,64.27,Central,69.58,Others,Commerce,61.9,Comm&Mgmt,No,95.87,Mkt&Fin,76.14,Placed,323182.0
3327,M,52.88,Others,58.65,Central,Science,58.32,Comm&Mgmt,No,64.21,Mkt&HR,77.89,Not Placed,
3328,M,48.34,Others,83.96,Central,Science,50.0,Comm&Mgmt,Yes,98.0,Mkt&Fin,77.89,Not Placed,
3329,M,80.15,Central,87.35,Central,Science,61.99,Comm&Mgmt,No,73.37,Mkt&Fin,71.32,Placed,290145.0
3330,F,75.93,Others,56.22,Central,Science,75.11,Sci&Tech,Yes,58.53,Mkt&Fin,74.71,Not Placed,
3331,F,78.56,Others,43.15,Central,Commerce,81.34,Sci&Tech,No,66.98,Mkt&HR,66.0,Not Placed,310326.0
3332,M,78.29,Central,86.15,Central,Science,80.02,Comm&Mgmt,Yes,98.0,Mkt&Fin,77.89,Not Placed,333655.0
3333,M,43.6,Others,70.1,Others,Commerce,63.96,Comm&Mgmt,No,50.0,Mkt&HR,72.07,Not Placed,296797.0
3334,F,89.32,Others,79.2,Others,Commerce,91.0,Comm&Mgmt,No,76.54,Mkt&Fin,53.45,Not Placed,200000.0
3335,M,40.89,Central,37.0,Others,Science,53.55,Comm&Mgmt,Yes,98.0,Mkt&HR,65.77,Not Placed,
3336,M,48.37,Others,51.96,Others,Commerce,67.68,Comm&Mgmt,No,93.69,Mkt&Fin,68.54,Not Placed,303751.0
3337,F,40.89,Central,49.46,Central,Science,50.0,Comm&Mgmt,No,75.27,Mkt&HR,56.59,Not Placed,
3338,F,56.33,Others,65.52,Central,Science,79.22,Comm&Mgmt,No,98.0,Mkt&Fin,61.87,Placed,200132.0
3339,M,56.79,Others,72.37,Central,Commerce,82.08,Sci&Tech,No,98.0,Mkt&Fin,65.22,Placed,
3340,M,70.91,Central,74.98,Central,Commerce,86.29,Sci&Tech,No,70.82,Mkt&HR,69.8,Not Placed,254799.0
3341,M,40.89,Central,37.0,Others,Commerce,65.64,Sci&Tech,No,74.65,Mkt&HR,66.32,Not Placed,
3342,M,60.88,Central,37.0,Others,Commerce,72.74,Comm&Mgmt,Yes,98.0,Mkt&Fin,77.89,Not Placed,
3343,M,40.89,Central,50.66,Others,Commerce,56.6,Comm&Mgmt,No,70.94,Mkt&HR,74.84,Not Placed,305702.0
3344,M,76.09,Others,55.67,Central,Science,73.24,Comm&Mgmt,No,98.0,Mkt&Fin,53.25,Placed,
3345,F,62.03,Others,86.36,Central,Science,83.78,Sci&Tech,No,98.0,Mkt&Fin,68.88,Placed,322551.0
3346,M,46.01,Central,91.41,Others,Science,91.0,Comm&Mgmt,Yes,86.34,Mkt&Fin,72.38,Placed,612170.0
3347,M,65.9,Central,46.06,Central,Science,86.72,Comm&Mgmt,No,98.0,Mkt&Fin,68.22,Not Placed,257008.0
3348,M,46.72,Others,87.45,Central,Arts,77.85,Comm&Mgmt,No,75.36,Mkt&HR,57.53,Not Placed,
3349,M,89.4,Others,66.85,Others,Science,82.91,Comm&Mgmt,Yes,58.45,Mkt&HR,59.3,Not Placed,264651.0
3350,M,57.92,Central,61.12,Central,Science,75.39,Comm&Mgmt,No,67.71,Mkt&HR,62.82,Placed,278614.0
3351,M,80.94,Others,70.01,Others,Science,55.95,Others,No,98.0,Mkt&Fin,70.99,Not Placed,298648.0
3352,M,51.81,Others,49.07,Central,Commerce,53.7,Comm&Mgmt,No,98.0,Mkt&Fin,70.6,Not Placed,323350.0
3353,M,44.7,Central,82.84,Others,Science,74.2,Comm&Mgmt,No,58.86,Mkt&Fin,66.85,Placed,297828.0
3354,M,78.07,Others,91.95,Others,Science,59.49,Comm&Mgmt,No,62.46,Mkt&Fin,72.08,Placed,338928.0
3355,M,89.4,Others,55.5,Others,Science,75.45,Sci&Tech,No,84.04,Mkt&Fin,73.38,Not Placed,
3356,M,89.4,Others,63.66,Central,Science,83.94,Comm&Mgmt,No,87.63,Mkt&HR,75.99,Placed,346071.0
3357,F,69.07,Others,84.96,Central,Commerce,87.32,Comm&Mgmt,Yes,98.0,Mkt&Fin,57.22,Placed,265925.0
3358,F,40.89,Central,37.0,Others,Science,74.82,Sci&Tech,No,98.0,Mkt&HR,55.1,Placed,
3359,M,50.2,Central,63.19,Central,Commerce,77.84,Comm&Mgmt,No,70.45,Mkt&Fin,77.89,Not Placed,940000.0
3360,F,49.3,Others,47.94,Central,Commerce,84.58,Comm&Mgmt,No,98.0,Mkt&Fin,76.1,Not Placed,
3361,M,73.24,Others,62.1,Central,Science,61.78,Comm&Mgmt,No,83.32,Mkt&Fin,77.89,Placed,291818.0
3362,M,72.62,Others,67.57,Others,Commerce,79.78,Comm&Mgmt,No,98.0,Mkt&Fin,61.71,Not Placed,
3363,M,89.4,Others,53.61,Others,Science,80.01,Comm&Mgmt,No,97.43,Mkt&HR,71.92,Placed,306500.0
3364,M,88.9,Others,92.5,Central,Science,83.91,Comm&Mgmt,No,98.0,Mkt&HR,77.89,Not Placed,
3365,M,43.69,Central,95.7,Central,Science,54.88,Comm&Mgmt,Yes,98.0,Mkt&Fin,75.36,Not Placed,324348.0
3366,M,68.75,Others,45.77,Others,Science,88.08,Comm&Mgmt,No,98.0,Mkt&Fin,76.31,Placed,254270.0
3367,M,88.06,Others,74.65,Others,Commerce,84.46,Comm&Mgmt,No,98.0,Mkt&Fin,59.78,Placed,215675.0
3368,M,89.4,Others,75.91,Others,Science,82.32,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Placed,283909.0
3369,F,89.4,Central,55.24,Others,Science,88.31,Comm&Mgmt,No,79.68,Mkt&Fin,77.89,Not Placed,309018.0
3370,M,81.35,Central,60.99,Central,Commerce,81.26,Comm&Mgmt,Yes,98.0,Mkt&HR,77.89,Placed,303039.0
3371,M,72.62,Central,52.27,Others,Science,71.06,Comm&Mgmt,No,62.78,Mkt&Fin,71.73,Not Placed,264668.0
3372,M,40.89,Central,67.42,Others,Science,57.5,Comm&Mgmt,Yes,68.06,Mkt&Fin,67.83,Not Placed,255872.0
3373,F,61.32,Others,65.59,Central,Science,75.04,Comm&Mgmt,Yes,71.78,Mkt&HR,63.19,Placed,
3374,M,40.89,Others,49.17,Others,Science,80.58,Sci&Tech,No,75.72,Mkt&Fin,76.15,Not Placed,323858.0
3375,M,47.54,Others,61.53,Central,Science,67.43,Comm&Mgmt,Yes,57.7,Mkt&HR,56.52,Placed,262965.0
3376,M,45.38,Others,47.13,Central,Science,77.13,Comm&Mgmt,No,51.36,Mkt&Fin,67.62,Placed,
3377,M,89.4,Central,69.06,Central,Science,91.0,Comm&Mgmt,Yes,98.0,Mkt&Fin,55.9,Placed,380324.0
3378,M,65.47,Others,70.73,Others,Science,64.52,Comm&Mgmt,Yes,98.0,Mkt&HR,62.03,Placed,292100.0
3379,M,40.89,Central,65.81,Central,Science,71.84,Comm&Mgmt,Yes,78.46,Mkt&HR,66.23,Placed,288688.0
3380,M,83.54,Others,64.79,Others,Science,74.56,Comm&Mgmt,No,98.0,Mkt&HR,69.41,Not Placed,312321.0
3381,M,53.93,Central,37.0,Others,Science,60.51,Comm&Mgmt,No,81.43,Mkt&Fin,68.99,Placed,
3382,M,89.4,Others,67.0,Others,Science,83.7,Comm&Mgmt,Yes,73.88,Mkt&Fin,63.23,Placed,514138.0
3383,M,68.62,Others,76.95,Others,Science,61.94,Comm&Mgmt,No,80.48,Mkt&HR,60.87,Not Placed,
3384,M,40.89,Central,80.62,Others,Arts,58.04,Sci&Tech,Yes,79.26,Mkt&HR,70.16,Placed,
3385,M,64.05,Others,44.89,Others,Science,68.07,Sci&Tech,No,53.3,Mkt&HR,70.91,Placed,259053.0
3386,M,89.4,Central,70.96,Others,Science,83.68,Comm&Mgmt,No,69.84,Mkt&Fin,74.32,Not Placed,
3387,M,75.07,Others,56.3,Others,Commerce,84.83,Sci&Tech,No,78.98,Mkt&HR,61.65,Not Placed,313926.0
3388,F,41.84,Central,37.0,Central,Commerce,59.87,Comm&Mgmt,No,98.0,Mkt&HR,68.22,Placed,295417.0
3389,M,78.78,Central,68.78,Central,Commerce,91.0,Comm&Mgmt,No,86.9,Mkt&Fin,74.88,Not Placed,334338.0
3390,M,81.3,Central,64.28,Central,Commerce,91.0,Sci&Tech,No,98.0,Mkt&Fin,75.98,Placed,
3391,M,89.4,Others,56.04,Others,Science,91.0,Comm&Mgmt,No,69.74,Mkt&HR,73.67,Placed,279599.0
3392,M,88.33,Others,63.42,Others,Science,86.58,Comm&Mgmt,No,67.02,Mkt&Fin,56.78,Not Placed,
3393,M,71.63,Central,71.07,Central,Science,91.0,Comm&Mgmt,No,79.5,Mkt&HR,58.47,Not Placed,485664.0
3394,M,49.6,Central,61.8,Central,Commerce,84.93,Comm&Mgmt,No,93.77,Mkt&Fin,63.05,Placed,293884.0
3395,M,77.45,Central,58.21,Others,Science,77.9,Comm&Mgmt,No,76.99,Mkt&Fin,60.55,Not Placed,
3396,M,71.14,Others,59.2,Others,Science,88.72,Sci&Tech,Yes,92.23,Mkt&HR,64.09,Not Placed,272077.0
3397,M,83.53,Others,97.7,Others,Science,84.49,Comm&Mgmt,No,98.0,Mkt&Fin,60.09,Placed,302574.0
3398,M,87.64,Central,67.01,Others,Commerce,74.15,Others,No,72.07,Mkt&Fin,70.16,Placed,332800.0
3399,F,89.4,Central,71.47,Central,Science,79.72,Comm&Mgmt,Yes,61.01,Mkt&Fin,64.71,Not Placed,312779.0
3400,M,58.83,Central,46.23,Others,Commerce,75.25,Comm&Mgmt,No,69.92,Mkt&HR,68.01,Placed,323381.0
3401,M,66.58,Others,69.68,Others,Science,82.82,Comm&Mgmt,No,98.0,Mkt&HR,77.89,Not Placed,200000.0
3402,M,53.32,Central,60.5,Others,Commerce,83.29,Sci&Tech,No,70.78,Mkt&Fin,57.38,Not Placed,278624.0
3403,M,84.99,Central,51.59,Central,Commerce,84.07,Comm&Mgmt,No,98.0,Mkt&Fin,63.23,Not Placed,
3404,M,73.52,Others,97.7,Others,Science,60.18,Sci&Tech,No,75.28,Mkt&Fin,72.58,Not Placed,271936.0
3405,M,40.89,Central,65.22,Others,Science,50.0,Comm&Mgmt,No,58.81,Mkt&HR,77.89,Placed,493433.0
